InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancellation,IsReturn,InvalidQuantity,InvalidPrice,MissingCustomer,MissingDescription,IsDuplicate
C559347,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-24,2011-07-07 17:22:00,1.95,18072,United Kingdom,True,True,True,False,False,False,False
C559347,85032C,CURIOUS IMAGES GIFT WRAP SET,-12,2011-07-07 17:22:00,0.65,18072,United Kingdom,True,True,True,False,False,False,False
C559347,85032D,YULETIDE IMAGES GIFT WRAP SET,-12,2011-07-07 17:22:00,0.65,18072,United Kingdom,True,True,True,False,False,False,False
C559347,35965,FOLKART HEART NAPKIN RINGS,-24,2011-07-07 17:22:00,0.79,18072,United Kingdom,True,True,True,False,False,False,False
C559347,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-12,2011-07-07 17:22:00,1.25,18072,United Kingdom,True,True,True,False,False,False,False
C559347,22209,WOOD STAMP SET HAPPY BIRTHDAY,-12,2011-07-07 17:22:00,0.83,18072,United Kingdom,True,True,True,False,False,False,False
C559347,22208,WOOD STAMP SET THANK YOU,-12,2011-07-07 17:22:00,0.83,18072,United Kingdom,True,True,True,False,False,False,False
C559347,22161,HEART DECORATION RUSTIC HANGING,-24,2011-07-07 17:22:00,0.19,18072,United Kingdom,True,True,True,False,False,False,False
C559347,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-24,2011-07-07 17:22:00,1.25,18072,United Kingdom,True,True,True,False,False,False,False
C559347,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072,United Kingdom,True,True,True,False,False,False,False
C559347,21671,RED SPOT CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072,United Kingdom,True,True,True,False,False,False,False
C559347,21670,BLUE SPOT CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072,United Kingdom,True,True,True,False,False,False,False
C559347,21373,MIRRORED WALL ART SNOWFLAKES,-12,2011-07-07 17:22:00,0.75,18072,United Kingdom,True,True,True,False,False,False,False
C559347,20840,FRENCH FLORAL CUSHION COVER,-12,2011-07-07 17:22:00,0.85,18072,United Kingdom,True,True,True,False,False,False,False
C559347,20838,FRENCH LATTICE CUSHION COVER,-12,2011-07-07 17:22:00,0.85,18072,United Kingdom,True,True,True,False,False,False,False
C559347,20836,FRENCH PAISLEY CUSHION COVER,-12,2011-07-07 17:22:00,0.83,18072,United Kingdom,True,True,True,False,False,False,False
C559347,M,Manual,-1,2011-07-07 17:22:00,9.36,18072,United Kingdom,True,True,True,False,False,False,False
C559348,47594A,CAROUSEL DESIGN WASHBAG,-1,2011-07-07 17:25:00,1.95,16550,United Kingdom,True,True,True,False,False,False,False
C559348,75049L,LARGE CIRCULAR MIRROR MOBILE,-2,2011-07-07 17:25:00,0.85,16550,United Kingdom,True,True,True,False,False,False,False
C559351,23275,SET OF 3 HANGING OWLS OLLIE BEAK,-48,2011-07-07 17:42:00,1.25,13408,United Kingdom,True,True,True,False,False,False,False
559365,22451,,-3,2011-07-08 08:53:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559373,16156S,,-110,2011-07-08 10:36:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559374,22050,,-100,2011-07-08 10:37:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559375,22051,?,-300,2011-07-08 10:37:00,0.0,,United Kingdom,False,True,True,True,True,False,False
559376,48116,,-35,2011-07-08 10:38:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559378,21781,damages?,-39,2011-07-08 10:40:00,0.0,,United Kingdom,False,True,True,True,True,False,False
559379,79337,,-8,2011-07-08 10:42:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559390,21700,,-110,2011-07-08 10:46:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559398,21169,,-70,2011-07-08 10:48:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559402,21635,,-8,2011-07-08 10:49:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559405,22863,,-7,2011-07-08 10:50:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559410,84341B,,-179,2011-07-08 10:51:00,0.0,,United Kingdom,False,True,True,True,True,True,False
559414,22855,,-4,2011-07-08 10:52:00,0.0,,United Kingdom,False,True,True,True,True,True,False
C559417,22617,BAKING SET SPACEBOY DESIGN,-1,2011-07-08 11:08:00,4.95,13115,United Kingdom,True,True,True,False,False,False,False
559423,71143,,-14,2011-07-08 12:06:00,0.0,,United Kingdom,False,True,True,True,True,True,False
C559461,21427,SKULLS STORAGE BOX SMALL,-1,2011-07-08 13:04:00,2.1,14680,United Kingdom,True,True,True,False,False,False,False
C559461,21930,JUMBO STORAGE BAG SKULLS,-1,2011-07-08 13:04:00,2.08,14680,United Kingdom,True,True,True,False,False,False,False
C559461,23201,JUMBO BAG ALPHABET,-1,2011-07-08 13:04:00,2.08,14680,United Kingdom,True,True,True,False,False,False,False
C559461,22383,LUNCH BAG SUKI DESIGN,-1,2011-07-08 13:04:00,1.65,14680,United Kingdom,True,True,True,False,False,False,False
C559461,22384,LUNCH BAG PINK POLKADOT,-1,2011-07-08 13:04:00,1.65,14680,United Kingdom,True,True,True,False,False,False,False
C559461,20727,LUNCH BAG  BLACK SKULL.,-1,2011-07-08 13:04:00,1.65,14680,United Kingdom,True,True,True,False,False,False,False
C559461,85099B,JUMBO BAG RED RETROSPOT,-2,2011-07-08 13:04:00,2.08,14680,United Kingdom,True,True,True,False,False,False,False
C559461,20725,LUNCH BAG RED RETROSPOT,-10,2011-07-08 13:04:00,1.65,14680,United Kingdom,True,True,True,False,False,False,False
C559461,20726,LUNCH BAG WOODLAND,-3,2011-07-08 13:04:00,1.65,14680,United Kingdom,True,True,True,False,False,False,False
C559461,22628,PICNIC BOXES SET OF 3 RETROSPOT,-1,2011-07-08 13:04:00,4.95,14680,United Kingdom,True,True,True,False,False,False,False
C559467,21464,DISCO BALL ROTATOR BATTERY OPERATED,-1,2011-07-08 13:33:00,4.25,13078,United Kingdom,True,True,True,False,False,False,False
C559468,75049L,LARGE CIRCULAR MIRROR MOBILE,-13,2011-07-08 13:36:00,1.25,14905,United Kingdom,True,True,True,False,False,False,False
C559470,22193,RED DINER WALL CLOCK,-1,2011-07-08 13:38:00,8.5,15615,United Kingdom,True,True,True,False,False,False,False
C559473,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-07-08 13:40:00,2.75,13769,United Kingdom,True,True,True,False,False,False,False
C559474,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-07-08 13:41:00,3.75,13078,United Kingdom,True,True,True,False,False,False,False
C559474,22727,ALARM CLOCK BAKELIKE RED,-1,2011-07-08 13:41:00,3.75,13078,United Kingdom,True,True,True,False,False,False,False
C559486,23245,SET OF 3 REGENCY CAKE TINS,-2,2011-07-08 13:51:00,4.95,13047,United Kingdom,True,True,True,False,False,False,False
C559486,23236,DOILEY STORAGE TIN,-1,2011-07-08 13:51:00,2.89,13047,United Kingdom,True,True,True,False,False,False,False
C559486,23110,PARISIENNE KEY CABINET,-2,2011-07-08 13:51:00,5.75,13047,United Kingdom,True,True,True,False,False,False,False
C559486,23118,PARISIENNE JEWELLERY DRAWER,-1,2011-07-08 13:51:00,7.5,13047,United Kingdom,True,True,True,False,False,False,False
C559486,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-08 13:51:00,12.75,13047,United Kingdom,True,True,True,False,False,False,False
C559486,23028,DRAWER KNOB CRACKLE GLAZE BLUE,-1,2011-07-08 13:51:00,1.65,13047,United Kingdom,True,True,True,False,False,False,False
C559486,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-1,2011-07-08 13:51:00,4.95,13047,United Kingdom,True,True,True,False,False,False,False
C559486,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-1,2011-07-08 13:51:00,1.65,13047,United Kingdom,True,True,True,False,False,False,False
C559486,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-07-08 13:51:00,2.95,13047,United Kingdom,True,True,True,False,False,False,False
C559486,23111,PARISIENNE SEWING BOX,-1,2011-07-08 13:51:00,12.5,13047,United Kingdom,True,True,True,False,False,False,False
C559486,23112,PARISIENNE CURIO CABINET,-2,2011-07-08 13:51:00,7.5,13047,United Kingdom,True,True,True,False,False,False,False
C559495,23288,GREEN VINTAGE SPOT BEAKER,-1,2011-07-08 13:54:00,0.85,14267,United Kingdom,True,True,True,False,False,False,False
C559495,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-07-08 13:54:00,4.95,14267,United Kingdom,True,True,True,False,False,False,False
C559498,21931,JUMBO STORAGE BAG SUKI,-2,2011-07-08 14:06:00,2.08,15078,United Kingdom,True,True,True,False,False,False,False
C559498,23245,SET OF 3 REGENCY CAKE TINS,-2,2011-07-08 14:06:00,4.95,15078,United Kingdom,True,True,True,False,False,False,False
C559500,21735,TWO DOOR CURIO CABINET,-1,2011-07-08 14:27:00,12.75,14016,EIRE,True,True,True,False,False,False,False
C559502,22427,ENAMEL FLOWER JUG CREAM,-2,2011-07-08 14:53:00,5.95,13338,United Kingdom,True,True,True,False,False,False,False
C559502,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-08 14:53:00,12.75,13338,United Kingdom,True,True,True,False,False,False,False
C559502,21913,VINTAGE SEASIDE JIGSAW PUZZLES,-1,2011-07-08 14:53:00,3.75,13338,United Kingdom,True,True,True,False,False,False,False
C559502,22362,GLASS JAR PEACOCK BATH SALTS,-4,2011-07-08 14:53:00,2.95,13338,United Kingdom,True,True,True,False,False,False,False
C559530,22655,VINTAGE RED KITCHEN CABINET,-1,2011-07-10 12:04:00,125.0,14808,United Kingdom,True,True,True,False,False,False,False
C559531,22846,BREAD BIN DINER STYLE RED,-1,2011-07-10 12:07:00,16.95,14808,United Kingdom,True,True,True,False,False,False,False
C559533,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-07-10 12:10:00,2.95,17126,United Kingdom,True,True,True,False,False,False,False
C559534,47594B,SCOTTIES DESIGN WASHBAG,-2,2011-07-10 12:11:00,1.95,16283,United Kingdom,True,True,True,False,False,False,False
C559540,21850,BLUE  DIAMANTE PEN IN GIFT BOX,-36,2011-07-10 12:39:00,4.25,18024,United Kingdom,True,True,True,False,False,False,False
C559568,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-11 11:09:00,12.75,13627,United Kingdom,True,True,True,False,False,False,False
C559608,22158,3 HEARTS HANGING DECORATION RUSTIC,-3,2011-07-11 11:44:00,2.95,14690,United Kingdom,True,True,True,False,False,False,False
C559608,84879,ASSORTED COLOUR BIRD ORNAMENT,-1,2011-07-11 11:44:00,1.69,14690,United Kingdom,True,True,True,False,False,False,False
C559608,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,-2,2011-07-11 11:44:00,0.85,14690,United Kingdom,True,True,True,False,False,False,False
C559608,22601,CHRISTMAS RETROSPOT ANGEL WOOD,-1,2011-07-11 11:44:00,0.85,14690,United Kingdom,True,True,True,False,False,False,False
C559651,22294,HEART FILIGREE DOVE  SMALL,-24,2011-07-11 12:43:00,1.25,13184,United Kingdom,True,True,True,False,False,False,False
559655,21166,?,-124,2011-07-11 12:57:00,0.0,,United Kingdom,False,True,True,True,True,False,False
C559659,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-07-11 13:07:00,4.95,14796,United Kingdom,True,True,True,False,False,False,False
C559659,21166,COOK WITH WINE METAL SIGN,-1,2011-07-11 13:07:00,2.08,14796,United Kingdom,True,True,True,False,False,False,False
C559663,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-07-11 13:33:00,4.95,17706,United Kingdom,True,True,True,False,False,False,False
C559663,22191,IVORY DINER WALL CLOCK,-1,2011-07-11 13:33:00,8.5,17706,United Kingdom,True,True,True,False,False,False,False
C559663,22072,RED RETROSPOT TEA CUP AND SAUCER,-2,2011-07-11 13:33:00,3.75,17706,United Kingdom,True,True,True,False,False,False,False
C559664,21703,BAG 125g SWIRLY MARBLES,-1,2011-07-11 13:34:00,0.42,18142,United Kingdom,True,True,True,False,False,False,False
C559664,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-07-11 13:34:00,2.1,18142,United Kingdom,True,True,True,False,False,False,False
C559666,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-07-11 13:37:00,1.65,14389,United Kingdom,True,True,True,False,False,False,False
C559666,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-1,2011-07-11 13:37:00,0.85,14389,United Kingdom,True,True,True,False,False,False,False
C559666,22383,LUNCH BAG SUKI DESIGN,-2,2011-07-11 13:37:00,1.65,14389,United Kingdom,True,True,True,False,False,False,False
C559667,23168,CLASSIC CAFE SUGAR DISPENSER,-2,2011-07-11 13:38:00,1.25,13267,United Kingdom,True,True,True,False,False,False,False
C559667,22699,ROSES REGENCY TEACUP AND SAUCER,-2,2011-07-11 13:38:00,2.95,13267,United Kingdom,True,True,True,False,False,False,False
C559670,23031,DRAWER KNOB CRACKLE GLAZE PINK,-2,2011-07-11 13:51:00,1.65,16033,United Kingdom,True,True,True,False,False,False,False
C559670,22670,FRENCH WC SIGN BLUE METAL,-1,2011-07-11 13:51:00,1.25,16033,United Kingdom,True,True,True,False,False,False,False
C559670,22667,RECIPE BOX RETROSPOT,-1,2011-07-11 13:51:00,2.95,16033,United Kingdom,True,True,True,False,False,False,False
C559675,46138B,BLUE CHENILLE SHAGGY CUSHION COVER,-10,2011-07-11 14:21:00,0.85,13745,United Kingdom,True,True,True,False,False,False,False
C559681,POST,POSTAGE,-1,2011-07-11 14:51:00,50.0,12717,Greece,True,True,True,False,False,False,False
C559683,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-07-11 14:56:00,8.95,17337,United Kingdom,True,True,True,False,False,False,False
C559705,20725,LUNCH BAG RED RETROSPOT,-1,2011-07-12 09:58:00,1.65,15719,United Kingdom,True,True,True,False,False,False,False
C559738,22607,WOODEN ROUNDERS GARDEN SET,-1,2011-07-12 10:56:00,9.95,18193,United Kingdom,True,True,True,False,False,False,False
C559739,17003,BROCADE RING PURSE,-1,2011-07-12 11:07:00,57.6,16422,United Kingdom,True,True,True,False,False,False,False
C559740,20985,HEART CALCULATOR,-3,2011-07-12 11:08:00,1.06,17381,United Kingdom,True,True,True,False,False,False,False
C559741,72741,GRAND CHOCOLATECANDLE,-1,2011-07-12 11:10:00,1.45,13013,United Kingdom,True,True,True,False,False,False,False
C559741,22978,PANTRY ROLLING PIN,-1,2011-07-12 11:10:00,3.75,13013,United Kingdom,True,True,True,False,False,False,False
C559742,22989,SET 2 PANTRY DESIGN TEA TOWELS,-6,2011-07-12 11:11:00,3.25,14267,United Kingdom,True,True,True,False,False,False,False
C559742,22960,JAM MAKING SET WITH JARS,-12,2011-07-12 11:11:00,3.75,14267,United Kingdom,True,True,True,False,False,False,False
C559742,22956,36 FOIL HEART CAKE CASES,-6,2011-07-12 11:11:00,2.1,14267,United Kingdom,True,True,True,False,False,False,False
C559742,22666,RECIPE BOX PANTRY YELLOW DESIGN,-6,2011-07-12 11:11:00,2.95,14267,United Kingdom,True,True,True,False,False,False,False
C559742,22423,REGENCY CAKESTAND 3 TIER,-6,2011-07-12 11:11:00,12.75,14267,United Kingdom,True,True,True,False,False,False,False
C559742,21877,HOME SWEET HOME MUG,-12,2011-07-12 11:11:00,1.25,14267,United Kingdom,True,True,True,False,False,False,False
C559742,21164,HOME SWEET HOME METAL SIGN,-6,2011-07-12 11:11:00,2.95,14267,United Kingdom,True,True,True,False,False,False,False
C559743,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-07-12 11:12:00,2.95,13599,United Kingdom,True,True,True,False,False,False,False
C559743,22098,BOUDOIR SQUARE TISSUE BOX,-12,2011-07-12 11:12:00,0.39,13599,United Kingdom,True,True,True,False,False,False,False
C559744,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-07-12 11:13:00,9.95,15416,United Kingdom,True,True,True,False,False,False,False
C559747,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-5,2011-07-12 11:23:00,1.95,17069,United Kingdom,True,True,True,False,False,False,False
C559747,79030D,TUMBLER BAROQUE,-1,2011-07-12 11:23:00,0.39,17069,United Kingdom,True,True,True,False,False,False,False
559792,21067,,-66,2011-07-12 12:31:00,0.0,,United Kingdom,False,True,True,True,True,True,False
C559803,15036,ASSORTED COLOURS SILK FAN,-72,2011-07-12 13:49:00,0.83,16701,United Kingdom,True,True,True,False,False,False,False
C559808,21891,TRADITIONAL WOODEN SKIPPING ROPE,-1,2011-07-12 14:49:00,1.45,13743,United Kingdom,True,True,True,False,False,False,False
C559829,22371,AIRLINE BAG VINTAGE TOKYO 78,-2,2011-07-13 09:45:00,3.95,14483,United Kingdom,True,True,True,False,False,False,False
C559830,M,Manual,-1,2011-07-13 09:49:00,0.48,16998,United Kingdom,True,True,True,False,False,False,False
C559880,71038,WHITE HANGING BEADS CANDLE HOLDER,-4,2011-07-13 11:32:00,5.45,15493,United Kingdom,True,True,True,False,False,False,False
C559882,23106,ZINC HEARTS PLANT POT HOLDER,-12,2011-07-13 11:34:00,2.89,16156,United Kingdom,True,True,True,False,False,False,False
C559882,POST,POSTAGE,-1,2011-07-13 11:34:00,7.62,16156,United Kingdom,True,True,True,False,False,False,False
C559908,21871,SAVE THE PLANET MUG,-72,2011-07-13 13:56:00,1.06,14088,United Kingdom,True,True,True,False,False,False,False
C559915,AMAZONFEE,AMAZON FEE,-1,2011-07-13 15:18:00,4383.62,,United Kingdom,True,True,True,False,True,False,False
C559917,AMAZONFEE,AMAZON FEE,-1,2011-07-13 15:21:00,6497.47,,United Kingdom,True,True,True,False,True,False,False
C559939,84688,BEACH HUT DESIGN BLACKBOARD,-12,2011-07-14 10:19:00,4.25,14426,United Kingdom,True,True,True,False,False,False,False
C559939,82484,WOOD BLACK BOARD ANT WHITE FINISH,-12,2011-07-14 10:19:00,6.75,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22937,BAKING MOULD CHOCOLATE CUPCAKES,-6,2011-07-14 10:19:00,2.55,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22847,BREAD BIN DINER STYLE IVORY,-1,2011-07-14 10:19:00,16.95,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22750,FELTCRAFT PRINCESS LOLA DOLL,-4,2011-07-14 10:19:00,3.75,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22718,CARD CAT AND TREE,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22714,CARD BIRTHDAY COWBOY,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22647,CERAMIC LOVE HEART MONEY BANK,-12,2011-07-14 10:19:00,1.45,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22570,FELTCRAFT CUSHION RABBIT,-4,2011-07-14 10:19:00,3.75,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22568,FELTCRAFT CUSHION OWL,-4,2011-07-14 10:19:00,3.75,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22464,HANGING METAL HEART LANTERN,-12,2011-07-14 10:19:00,1.65,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22456,NATURAL SLATE CHALKBOARD LARGE,-3,2011-07-14 10:19:00,4.95,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22435,SET OF 9 HEART SHAPED BALLOONS,-12,2011-07-14 10:19:00,1.25,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22318,FIVE HEART HANGING DECORATION,-6,2011-07-14 10:19:00,2.95,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22151,PLACE SETTING WHITE HEART,-24,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22150,3 STRIPEY MICE FELTCRAFT,-6,2011-07-14 10:19:00,1.95,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22147,FELTCRAFT BUTTERFLY HEARTS,-14,2011-07-14 10:19:00,1.45,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22132,RED LOVE HEART SHAPE CUP,-12,2011-07-14 10:19:00,0.85,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22082,RIBBON REEL STRIPES DESIGN,-10,2011-07-14 10:19:00,1.65,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22079,RIBBON REEL HEARTS DESIGN,-10,2011-07-14 10:19:00,1.65,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22031,BOTANICAL LAVENDER BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22026,BANQUET BIRTHDAY  CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22025,RING OF ROSES BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22024,RAINY LADIES BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,22023,EMPIRE BIRTHDAY CARD,-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-07-14 10:19:00,0.55,14426,United Kingdom,True,True,True,False,False,False,False
C559939,21733,RED HANGING HEART T-LIGHT HOLDER,-6,2011-07-14 10:19:00,2.95,14426,United Kingdom,True,True,True,False,False,False,False
C559939,21507,"ELEPHANT, BIRTHDAY CARD,",-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,21506,"FANCY FONT BIRTHDAY CARD,",-12,2011-07-14 10:19:00,0.42,14426,United Kingdom,True,True,True,False,False,False,False
C559939,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,-4,2011-07-14 10:19:00,4.25,14426,United Kingdom,True,True,True,False,False,False,False
C559939,21232,STRAWBERRY CERAMIC TRINKET BOX,-12,2011-07-14 10:19:00,1.25,14426,United Kingdom,True,True,True,False,False,False,False
C559939,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,2011-07-14 10:19:00,0.55,14426,United Kingdom,True,True,True,False,False,False,False
559943,21578,?,-251,2011-07-14 10:21:00,0.0,,United Kingdom,False,True,True,True,True,False,False
C559947,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-32,2011-07-14 10:27:00,2.55,16701,United Kingdom,True,True,True,False,False,False,False
C559947,21868,POTTING SHED TEA MUG,-36,2011-07-14 10:27:00,1.06,16701,United Kingdom,True,True,True,False,False,False,False
C559949,22699,ROSES REGENCY TEACUP AND SAUCER,-2,2011-07-14 10:42:00,2.95,,EIRE,True,True,True,False,True,False,False
C559950,M,Manual,-3,2011-07-14 10:47:00,2.1,14562,United Kingdom,True,True,True,False,False,False,False
C559950,84952B,BLACK LOVE BIRD T-LIGHT HOLDER,-3,2011-07-14 10:47:00,3.75,14562,United Kingdom,True,True,True,False,False,False,False
C559952,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-7,2011-07-14 10:57:00,1.45,17696,United Kingdom,True,True,True,False,False,False,False
C559952,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-07-14 10:57:00,3.29,17696,United Kingdom,True,True,True,False,False,False,False
C559952,21534,DAIRY MAID LARGE MILK JUG,-2,2011-07-14 10:57:00,4.95,17696,United Kingdom,True,True,True,False,False,False,False
C559952,21258,VICTORIAN SEWING BOX LARGE,-2,2011-07-14 10:57:00,6.95,17696,United Kingdom,True,True,True,False,False,False,False
C559952,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2011-07-14 10:57:00,1.49,17696,United Kingdom,True,True,True,False,False,False,False
C559953,23169,CLASSIC GLASS COOKIE JAR,-3,2011-07-14 11:00:00,4.15,13815,Germany,True,True,True,False,False,False,False
C559983,23301,GARDENERS KNEELING PAD KEEP CALM,-6,2011-07-14 11:41:00,1.65,14562,United Kingdom,True,True,True,False,False,False,False
C559983,23300,GARDENERS KNEELING PAD CUP OF TEA,-6,2011-07-14 11:41:00,1.65,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22918,HERB MARKER PARSLEY,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22920,HERB MARKER BASIL,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22916,HERB MARKER THYME,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22919,HERB MARKER MINT,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22917,HERB MARKER ROSEMARY,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-5,2011-07-14 11:41:00,2.95,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-6,2011-07-14 11:41:00,2.95,14562,United Kingdom,True,True,True,False,False,False,False
C559983,23313,VINTAGE CHRISTMAS BUNTING,-8,2011-07-14 11:41:00,4.95,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22921,HERB MARKER CHIVES,-12,2011-07-14 11:41:00,0.65,14562,United Kingdom,True,True,True,False,False,False,False
C559983,85066,CREAM SWEETHEART MINI CHEST,-1,2011-07-14 11:41:00,12.75,14562,United Kingdom,True,True,True,False,False,False,False
C559983,23082,SET 6 PAPER TABLE LANTERN HEARTS,-12,2011-07-14 11:41:00,3.75,14562,United Kingdom,True,True,True,False,False,False,False
C559983,23083,SET 6 PAPER TABLE LANTERN STARS,-12,2011-07-14 11:41:00,3.75,14562,United Kingdom,True,True,True,False,False,False,False
C559983,22487,WHITE WOOD GARDEN PLANT LADDER,-2,2011-07-14 11:41:00,9.95,14562,United Kingdom,True,True,True,False,False,False,False
C559992,D,Discount,-1,2011-07-14 12:30:00,13.99,14527,United Kingdom,True,True,True,False,False,False,False
560037,22242,,-34,2011-07-14 14:00:00,0.0,,United Kingdom,False,True,True,True,True,True,False
560039,20713,wrongly marked. 23343 in box,-3100,2011-07-14 14:27:00,0.0,,United Kingdom,False,True,True,True,True,False,False
C560043,21704,BAG 250g SWIRLY MARBLES,-2,2011-07-14 14:47:00,0.72,16656,United Kingdom,True,True,True,False,False,False,False
C560044,22776,SWEETHEART CAKESTAND 3 TIER,-2,2011-07-14 14:47:00,9.95,14258,United Kingdom,True,True,True,False,False,False,False
C560045,84692,BOX OF 24 COCKTAIL PARASOLS,-1,2011-07-14 14:51:00,0.42,16779,United Kingdom,True,True,True,False,False,False,False
C560045,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-07-14 14:51:00,2.75,16779,United Kingdom,True,True,True,False,False,False,False
C560045,71053,WHITE METAL LANTERN,-2,2011-07-14 14:51:00,3.39,16779,United Kingdom,True,True,True,False,False,False,False
C560046,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-1,2011-07-14 14:55:00,7.9,17049,United Kingdom,True,True,True,False,False,False,False
560091,44236,,-10,2011-07-14 17:03:00,0.0,,United Kingdom,False,True,True,True,True,True,False
C560099,84692,BOX OF 24 COCKTAIL PARASOLS,-5,2011-07-14 17:47:00,0.42,16779,United Kingdom,True,True,True,False,False,False,False
C560100,M,Manual,-1,2011-07-14 17:51:00,7.88,16422,United Kingdom,True,True,True,False,False,False,False
560110,21673,,-40,2011-07-15 09:51:00,0.0,,United Kingdom,False,True,True,True,True,True,False
560111,84874B,,-3,2011-07-15 09:52:00,0.0,,United Kingdom,False,True,True,True,True,True,False
